;matricula;empresa;titulo_do_cargo;sindicato;valor_diario_sindicato;dias_uteis;qtde_dias_ferias;qtde_dias_licenca
887;33520;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
888;33736;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
889;30173;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
890;32747;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
891;34513;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
892;35504;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
893;33162;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
894;33789;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
895;30875;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
896;31087;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
897;32172;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
898;32284;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
899;34837;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
900;35113;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
901;35212;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
902;35385;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
903;35502;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
904;35511;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
905;32420;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
906;33161;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
907;33737;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
908;33842;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
909;34543;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
910;34573;1410;ASSISTENTE DE BPO I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
911;30273;1410;COORDENADOR DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
912;33221;1410;COORDENADOR DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
913;26275;1410;COORDENADOR DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
914;30340;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
915;30495;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
916;30510;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
917;30175;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
918;33249;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
919;30145;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
920;30425;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
921;32388;1410;LIDER DE BPO;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
922;31570;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
923;33812;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
924;34581;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
925;35208;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
926;30262;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
927;30864;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
928;32480;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
929;33022;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
930;30870;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
931;30876;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
932;31185;1410;ASSISTENTE DE BPO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
933;25872;1410;ASSISTENTE DE BPO III;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
934;30423;1410;ASSISTENTE DE BPO III;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
935;35057;1410;ASSISTENTE DE BPO III;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
936;31086;1410;ASSISTENTE DE BPO III;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
937;32142;1410;GERENTE DE OPERACOES I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
938;34684;1410;AGILE MASTER;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
939;35361;1410;ANALISTA ADMINISTRATIVO II;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
940;26716;1410;ENTERPRISE AGILE COACH;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
941;25770;1410;ANALISTA ADMINISTRATIVO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
942;31153;1410;ASSISTENTE DE ADMINISTRACAO DE PESSOAS;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
943;32795;1410;ANALISTA DE COMUNICACAO E MARKETING III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
944;30770;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
945;34118;1410;CONSULTOR FUNCIONAL SAP III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
946;30806;1410;CONSULTOR TECNICO SAP III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
947;33099;1410;ANALISTA DE COMUNICACAO E MARKETING II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
948;35389;1410;ANALISTA DE COMUNICACAO E MARKETING II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
949;35426;1410;ANALISTA DE COMUNICACAO E MARKETING II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
950;27246;1410;GERENTE DE COMUNICACAO E MARKETING;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
951;30751;1410;DEVELOPER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
952;33788;1410;ANALISTA DE SEGURANCA DA INFORMACAO III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
953;35399;1410;CONSULTOR FUNCIONAL SAP II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
954;31823;1410;CONSULTOR FUNCIONAL SAP III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
955;35073;1410;CONSULTOR FUNCIONAL SAP III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
956;31671;1410;CONSULTOR ESPECIALISTA FUNCIONAL SAP;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
957;34759;1410;GERENTE DE OPERACOES I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
958;35463;1410;GERENTE DE PROJETOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
959;32488;1410;GERENTE DE PROJETOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
960;33918;1410;GERENTE DE PROJETOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
961;31550;1410;ANALISTA DE SEGURANCA DA INFORMACAO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
962;33828;1410;AGILE MASTER;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
963;34668;1410;ARQUITETO DE SOLUCOES III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
964;34957;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
965;33178;1410;CONSULTOR FUNCIONAL SAP I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
966;34253;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
967;31474;1410;ANALISTA DE QUALIDADE DE SOFTWARE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
968;31517;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
969;35095;1410;ANALISTA DE SUPORTE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
970;35733;1410;ANALISTA DE SUPORTE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
971;34272;1410;GERENTE DE OPERACOES I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
972;33007;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
973;34980;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
974;35118;1410;DESENVOLVEDOR I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
975;33237;1410;ANALISTA DE SEGURANCA DA INFORMACAO III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
976;33729;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
977;34652;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
978;33153;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
979;34198;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
980;34313;1410;PRODUCT MANAGER II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
981;35778;1410;PRODUCT MANAGER II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
982;34365;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
983;34372;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
984;34379;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
985;34430;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
986;34464;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
987;34943;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
988;35795;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
989;35040;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
990;34206;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
991;33442;1410;ESPECIALISTA DE QUALIDADE DE SOFTWARE I ;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
992;34922;1410;GERENTE DE OPERACOES II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
993;35625;1410;PRODUCT OWNER II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
994;30197;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
995;34262;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
996;34429;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
997;34746;1410;PRODUCT OWNER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
998;34709;1410;COORDENADOR DE OPERACOES II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
999;34730;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1000;35698;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1001;34753;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1002;34448;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1003;34733;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1004;34375;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1005;34481;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1006;35078;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1007;35779;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1008;34271;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1009;34542;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1010;34544;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1011;34939;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1012;35211;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1013;35222;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1014;35677;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1015;35202;1410;ENGENHEIRO DE DADOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1016;34594;1410;TECH LEAD I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1017;34439;1410;TECH LEAD II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1018;35479;1410;TECH LEAD II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1019;35787;1410;TECH LEAD II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1020;34034;1410;ANALISTA DE SUPORTE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1021;35734;1410;ANALISTA DE SUPORTE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1022;33991;1410;DESENVOLVEDOR DE RPA III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1023;33238;1410;ANALISTA DE BPO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1024;33246;1410;ANALISTA DE BPO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1025;33253;1410;ANALISTA DE BPO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1026;33247;1410;ANALISTA DE BPO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1027;32982;1410;ANALISTA DE SISTEMAS E NEGOCIOS III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1028;32677;1410;ANALISTA DE SUPORTE III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1029;34310;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1030;29935;1410;ANALISTA DE QUALIDADE DE SOFTWARE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1031;32822;1410;ANALISTA DE QUALIDADE DE SOFTWARE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1032;33256;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1033;29201;1410;GERENTE DE PROJETOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1034;34024;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1035;34974;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1036;34972;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1037;34224;1410;DESIGNER UX/UI II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1038;35103;1410;DESIGNER UX/UI III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1039;31422;1410;DESENVOLVEDOR I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1040;30302;1410;ARQUITETO DE SOFTWARE I;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;35.0;21;0;0
1041;33995;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1042;33996;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1043;34660;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
